"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"MDG_0000000003","PUBLISHED","2007","EUR","NOR","","","9.1","9.10000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2009","EUR","NOR","","","9.5","9.50000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2016","EUR","NOR","","","3.9","3.90000","","","Registration UNSD"
"MDG_0000000003","PUBLISHED","2013","SEAR","NPL","","","71.0","71.00000","","","Nepal 2014 Multiple Indicator Cluster Survey"
"MDG_0000000003","PUBLISHED","2010","WPR","NRU","","","60.5","60.50000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2003","WPR","NZL","","","25.9","25.90000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2005","WPR","NZL","","","27.2","27.20000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2012","WPR","NZL","","","24.6","24.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2014","WPR","NZL","","","19.0","19.00000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2007","EMR","OMN","","","7.6","7.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2012","EMR","OMN","","","11.9","11.90000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2016","EMR","OMN","","","13.5","13.50000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2004","EMR","PAK","","","52.0","52.00000","","","Pakistan 2005-2006 Living Standards Measurement Survey"
"MDG_0000000003","PUBLISHED","2009","EMR","PAK","","","49.0","49.00000","","","Pakistan 2011-2012 Living Standards Measurement Survey"
"MDG_0000000003","PUBLISHED","2003","AMR","PAN","","","77.5","77.50000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2005","AMR","PAN","","","83.8","83.80000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2010","AMR","PAN","","","82.0","82.00000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2012","AMR","PAN","","","81.0","81.00000","","","Panama 2013 Multiple Indicator Cluster Survey"
"MDG_0000000003","PUBLISHED","2014","AMR","PAN","","","86.0","86.00000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2003","AMR","PER","","","59.0","59.00000","","","Peru 2004-2006 Demographic and Health Survey (Continuous)"
"MDG_0000000003","PUBLISHED","2013","AMR","PER","","","65.0","65.00000","","","Peru 2014 Demographic and Health Survey (Continuous)"
"MDG_0000000003","PUBLISHED","2016","AMR","PER","","","53.0","53.00000","","","Peru 2018 Demographic and Health Survey (Continuous)"
"MDG_0000000003","PUBLISHED","2012","WPR","PHL","","","57.1","57.10000","","","Philippines 2013 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2017","WPR","PHL","","","39.0","39.00000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2015","WPR","PLW","","","27.0","27.00000","","","Palau 2015 Census"
"MDG_0000000003","PUBLISHED","2001","EUR","POL","","","15.8","15.80000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2003","EUR","POL","","","14.5","14.50000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2010","EUR","POL","","","15.3","15.30000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2017","EUR","POL","","","11.1","11.10000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2017","SEAR","PRK","","","1.0","1.00000","","","Democratic People's Republic of Korea 2017 Multiple Indicator Cluster Survey"
"MDG_0000000003","PUBLISHED","2008","EUR","PRT","","","15.9","15.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2017","EUR","PRT","","","8.0","8.00000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2008","AMR","PRY","","","61.8","61.80000","","","Registration UNSD"
"MDG_0000000003","PUBLISHED","2003","EMR","PSE","","","69.4","69.40000","","","State of Palestine 2004 Demographic and Health Survey (national)"
"MDG_0000000003","PUBLISHED","2000","EMR","QAT","","","17.6","17.60000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2002","EMR","QAT","","","19.9","19.90000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2009","EMR","QAT","","","14.8","14.80000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2012","EMR","QAT","","","12.7","12.70000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2000","EUR","ROU","","","39.0","39.00000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2009","EUR","ROU","","","45.8","45.80000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2000","EUR","RUS","","","27.4","27.40000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2002","EUR","RUS","","","27.4","27.40000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2009","EUR","RUS","","","28.7","28.70000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2003","AFR","RWA","","","42.0","42.00000","","","Rwanda 2005 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2014","AFR","RWA","","","45.0","45.00000","","","Rwanda 2014-2015 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2009","EMR","SAU","","","8.7","8.70000","","","Saudi Arabia 2010 Census"
"MDG_0000000003","PUBLISHED","2009","EMR","SDN","","","101.2","101.20000","","","Sudan 2010 Household Health Survey Second Round"
"MDG_0000000003","PUBLISHED","2007","AFR","SEN","","","90.4","90.40000","","","Senegal 2008-2009 Malaria Indicators Survey (MIS)"
"MDG_0000000003","PUBLISHED","2009","AFR","SEN","","","92.7","92.70000","","","Senegal 2010-2011 EnquÃªte DÃ©mographique et de SantÃ© Ã  Indicateurs Multiples"
"MDG_0000000003","PUBLISHED","2003","WPR","SGP","","","6.7","6.70000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2008","WPR","SGP","","","6.1","6.10000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2017","WPR","SGP","","","2.6","2.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2004","WPR","SLB","","","70.0","70.00000","","","Solomon Islands 2006-2007 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2004","AFR","SLE","","","103.2","103.20000","","","Sierra Leone 2005 Multiple Indicator Cluster Survey"
"MDG_0000000003","PUBLISHED","2006","AFR","SLE","","","145.9","145.90000","","","Sierra Leone 2008 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2015","AFR","SLE","","","139.4","139.40000","","","Sierra Leone 2016 Malaria Indicators Survey"
"MDG_0000000003","PUBLISHED","2000","AMR","SLV","","","104.3","104.30000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2002","AMR","SLV","","","86.4","86.40000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2011","AMR","SLV","","","67.1","67.10000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2000","EUR","SRB","","","41.4","41.40000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2002","EUR","SRB","","","25.2","25.20000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2009","EUR","SRB","","","21.5","21.50000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2011","EUR","SRB","","","19.0","19.00000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2008","AFR","SSD","","","158.1","158.10000","","","South Sudan 2010 Household Health Survey Second Round"
"MDG_0000000003","PUBLISHED","2001","AMR","SUR","","","74.3","74.30000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2012","AMR","SUR","","","55.7","55.70000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2014","AMR","SUR","","","57.6","57.60000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2003","EUR","SVK","","","20.5","20.50000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2005","EUR","SVK","","","20.3","20.30000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2014","EUR","SVK","","","23.7","23.70000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2005","EUR","SVN","","","6.1","6.10000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2010","EUR","SVN","","","4.9","4.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2012","EUR","SVN","","","4.5","4.50000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2001","EUR","SWE","","","6.6","6.60000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2003","EUR","SWE","","","6.0","6.00000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2010","EUR","SWE","","","5.9","5.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2012","EUR","SWE","","","5.3","5.30000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2017","EUR","SWE","","","4.6","4.60000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2003","AFR","SYC","","","60.0","60.00000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2012","AFR","SYC","","","64.0","64.00000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2014","AFR","SYC","","","56.1","56.10000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2009","EMR","SYR","","","54.0","54.00000","","","Syrian Arab Republic 2009 Family Health Survey"
"MDG_0000000003","PUBLISHED","2010","AFR","TGO","","","61.0","61.00000","","","Togo 2010 Census"
"MDG_0000000003","PUBLISHED","2003","SEAR","THA","","","39.2","39.20000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2010","SEAR","THA","","","50.1","50.10000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2012","SEAR","THA","","","53.4","53.40000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2002","EUR","TJK","","","46.3","46.30000","","","Tajikistan 2003 Living Standards Measurement Survey"
"MDG_0000000003","PUBLISHED","2010","EUR","TJK","","","47.0","47.00000","","","Tajikistan 2012 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2006","EUR","TKM","","","21.0","21.00000","","","Registration National Statistics (TransMonee)"
"MDG_0000000003","PUBLISHED","2007","SEAR","TLS","","","54.0","54.00000","","","Timor-Leste 2009-2010 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2010","SEAR","TLS","","","50.0","50.00000","","","Timor-Leste 2010 Census"
"MDG_0000000003","PUBLISHED","2011","WPR","TON","","","30.0","30.00000","","","Tonga 2011 Census of Population and Housing"
"MDG_0000000003","PUBLISHED","2001","AMR","TTO","","","38.3","38.30000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2008","AMR","TTO","","","37.9","37.90000","","","Vital Registration"
"MDG_0000000003","PUBLISHED","2000","EMR","TUN","","","7.0","7.00000","","","Tunisia 2001 Family Health Survey"
"MDG_0000000003","PUBLISHED","2011","EMR","TUN","","","7.0","7.00000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2016","EMR","TUN","","","8.5","8.50000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2006","EUR","TUR","","","38.0","38.00000","","","Turkey 2008 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2015","EUR","TUR","","","24.9","24.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2017","EUR","TUR","","","20.9","20.90000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2006","AFR","TZA","","","141.2","141.20000","","","United Republic of Tanzania 2007-2008 HIV/AIDS and Malaria Indicator Survey"
"MDG_0000000003","PUBLISHED","2008","AFR","TZA","","","116.2","116.20000","","","United Republic of Tanzania 2010 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2005","AFR","UGA","","","152.2","152.20000","","","Uganda 2006 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2001","EUR","UKR","","","29.2","29.20000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2008","EUR","UKR","","","32.0","32.00000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2010","EUR","UKR","","","28.8","28.80000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2000","AMR","URY","","","67.7","67.70000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2002","AMR","URY","","","65.0","65.00000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2011","AMR","URY","","","56.6","56.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2016","AMR","URY","","","50.3","50.30000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2001","AMR","USA","","","45.0","45.00000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2006","AMR","USA","","","41.1","41.10000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2008","AMR","USA","","","40.2","40.20000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2015","AMR","USA","","","22.3","22.30000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2017","AMR","USA","","","18.8","18.80000","","","Vital Registration"
"MDG_0000000003","PUBLISHED","2016","EUR","UZB","","","20.9","20.90000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2003","AMR","VCT","","","71.5","71.50000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2017","AMR","VCT","","","52.3","52.30000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2008","AMR","VEN","","","89.9","89.90000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2010","AMR","VEN","","","88.9","88.90000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2004","WPR","VNM","","","31.0","31.00000","","","Viet Nam 2004 Annual Population Change Survey"
"MDG_0000000003","PUBLISHED","2012","WPR","VNM","","","45.2","45.20000","","","Viet Nam 2013-2014 Multiple Indicator Cluster Survey"
"MDG_0000000003","PUBLISHED","2011","WPR","WSM","","","39.2","39.20000","","","Samoa 2011 Census"
"MDG_0000000003","PUBLISHED","2002","AFR","ZAF","","","55.0","55.00000","","","South Africa 2003 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2011","AFR","ZAF","","","70.6","70.60000","","","South Africa 2011 Census"
"MDG_0000000003","PUBLISHED","2012","AFR","ZMB","","","141.2","141.20000","","","Zambia 2013-2014 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2002","AFR","ZWE","","","102.6","102.60000","","","Zimbabwe 2002 Census"
"MDG_0000000003","PUBLISHED","2017","AFR","ZWE","","","77.6","77.60000","","","Zimbabwe 2017 Inter-Censal Demographic Survey"
"MDG_0000000025","PUBLISHED","2003","EMR","AFG","","","14","14.30000","","","MICS 2003."
"MDG_0000000025","PUBLISHED","2014","EUR","ARM","","","100","100.00000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2015","AMR","ATG","","","100","100.00000","","","WHO/PAHO; 2016.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2012","AMR","ATG","","","100","100.00000","","","WHO/PAHO; 2013. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2014","WPR","AUS","","","100","99.70000","",""," Australian Institute of Health and Welfare (AIHW); 2016. Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2011","WPR","AUS","","","99","99.10000","",""," Li Z, Zeki R, Hilder L, Sullivan EA. Australian Institute of Health and Welfare (AIHW); 2013.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2016","EUR","AUT","","","98","98.40000","","","Statistics Austria; 2017.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2013","EUR","AUT","","","99","98.50000","","","Statistik Austria; 2014.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2017","SEAR","BGD","","","68","67.80000","","","Bangladesh Bureau of Statistics (BBS); 2018."
"MDG_0000000025","PUBLISHED","2013","SEAR","BGD","","","37","36.50000","","","Survey for years 2012-2013. MICS 2012-2013."
"MDG_0000000025","PUBLISHED","2006","EUR","BGR","","","99","99.40000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2003","EUR","BGR","","","99","99.20000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2007","EMR","BHR","","","97","97.40000","","","Ministry of Health [Bahrain]; 2008.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2004","EMR","BHR","","","98","97.70000","","","Ministry of Health [Bahrain]; 2005.  Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2000","AMR","BHS","","","99","99.00000","","","WHO/PAHO; 2002.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2005","EUR","BLR","","","100","100.00000","","","MICS 2005. Definition includes other cadres that is not in alignment with the standard definition"
"MDG_0000000025","PUBLISHED","2006","AMR","BLZ","","","96","95.80000","","","MICS 2006. Definition includes other cadres that is not in alignment with the standard definition"
"MDG_0000000025","PUBLISHED","2013","AMR","BRA","","","99","99.10000","",""," DATASUS, MS/SVS/DASIS [Brazil]. Período: 2013; 2016.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2010","AMR","BRA","","","99","98.90000","",""," DATASUS, MS/SVS/DASIS [Brazil]. Período: 2010; 2012.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2012","AMR","BRB","","","99","98.90000","","","MICS 2012."
"MDG_0000000025","PUBLISHED","2010","WPR","BRN","","","100","99.80000","","","Ministry of Health [Brunei Darussalam]. Health Information Booklet 2012; 2013.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2015","SEAR","BTN","","","89","89.00000","","","National Statistics Bureau [Bhutan]; 2017. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2016","AFR","BWA","","","100","99.70000","","","Statistics Botswana (CSO); 2018.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2000","AFR","BWA","","","97","97.30000","","","Statistics Botswana (CSO); 2012.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2006","AMR","CAN","","","99","98.80000","","","Statistics Canada; 2013. Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2009","WPR","CHN","","","99","99.30000","","","National Health and Family Planning Commission of China (NHFPC); 2013. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2007","WPR","CHN","","","98","98.40000","","","National Health and Family Planning Commission of China (NHFPC); 2013. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2011","AFR","CMR","","","56","56.10000","","","DHS 2011."
"MDG_0000000025","PUBLISHED","2015","AMR","COL","","","99","99.10000","","","DANE [Colombia]. Estadísticas Vitales 2015; 2017."
"MDG_0000000025","PUBLISHED","2000","AMR","COL","","","93","92.90000","","","DANE [Colombia]. Estadísticas Vitales 2000; 2011."
"MDG_0000000025","PUBLISHED","2003","AMR","CRI","","","98","98.20000","","","Instituto Nacional de Estadística y Censos (INEC) [Costa Rica]; 2005."
"MDG_0000000025","PUBLISHED","2000","AMR","CRI","","","98","98.40000","","","Instituto Nacional de Estadística y Censos (INEC) [Costa Rica]. Estadísticas Vitales 2000; 2003."
"MDG_0000000025","PUBLISHED","2006","AMR","CUB","","","100","99.90000","","","Ministerio de Salud Pública [Cuba]; 2016.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2003","AMR","CUB","","","100","99.90000","","","Ministerio de Salud Pública [Cuba]; 2012.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2009","EUR","CYP","","","98","98.30000","","","Republic of Cyprus; 2011.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2005","EUR","CZE","","","100","99.80000","","","Ústav zdravotnických informací a statistiky ?R [Czech Republic]; 2006.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2006","EUR","DEU","","","98","98.40000","","","QUAG e.V. [Germany]. Qualitätsbericht 2012; 2014.  Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2012","AMR","DMA","","","100","100.00000","","","PAHO Database; 2018. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2009","AMR","DMA","","","100","100.00000","","","PAHO Database; 2018. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2012","EUR","DNK","","","98","98.20000","",""," Statens Serum Institut [Denmark]; 2013. Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2009","EUR","DNK","","","99","98.70000","","","Sundhedsstyrelsen [Denmark]; 2012. Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2013","AMR","DOM","","","99","98.70000","","","Oficina Nacional de Estadística (ONE) [Dominican Republic]. Estadísticas Vitales 2010-2014; 2016.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2010","AMR","DOM","","","97","96.90000","","","Survey for years 2009-2010. Oficina Nacional de Estadística (ONE) [Dominican Republic], UNICEF, OIT/ILO; 2011. "
"MDG_0000000025","PUBLISHED","2010","AMR","ECU","","","87","87.40000","",""," Instituto Nacional de Estadística y Censos (INEC), Ecuador; 2018. "
"MDG_0000000025","PUBLISHED","2007","AMR","ECU","","","82","82.00000","",""," Instituto Nacional de Estadística y Censos (INEC), Ecuador; 2018. "
"MDG_0000000025","PUBLISHED","2017","EUR","FIN","","","100","99.90000","","","National Institute for Health and Welfare (THL) [Finland]; 2018.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2016","WPR","FJI","","","100","99.80000","","","Ministry of Health & Medical Services [Fiji]; 2017.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2003","WPR","FJI","","","97","96.70000","","","Ministry of Health [Fiji]; 2007.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2000","WPR","FJI","","","97","96.90000","","","Ministry of Health [Fiji]; 2007.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2005","EUR","FRA","","","98","97.90000","","","Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2006.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2009","WPR","FSM","","","100","100.00000","","","CHIPS 2011. WHO/WPRO; 2011.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2014","AFR","GHA","","","71","70.80000","","","DHS 2014."
"MDG_0000000025","PUBLISHED","2006","AFR","GNB","","","31","31.00000","","","MICS 2006."
"MDG_0000000025","PUBLISHED","2003","EUR","GRC","","","100","99.98000","","","Hellenic Statistical Authority statistical output (provided during SDG Country Consultation)No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2015","AMR","GTM","","","66","65.50000","","","Survey for years 2014-2015. DHS 2014-15."
"MDG_0000000025","PUBLISHED","2007","EUR","HRV","","","100","99.90000","","","Croatian Bureau of Statistics; 2011."
"MDG_0000000025","PUBLISHED","2012","EUR","HUN","","","99","99.00000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2013","SEAR","IDN","","","87","87.40000","",""," National Institute of Health Research and Development, Ministry of Health, Government of Indonesia; 2013.  "
"MDG_0000000025","PUBLISHED","2006","EUR","IRL","","","100","99.70000","",""," Health Research and Information Division, the Economic and Social Research Institute (ESRI) [Ireland]. Perinatal Statistics Report 2006; 2008.  Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2006","EUR","ISL","","","99","98.90000","","","Directorate of Health [Iceland]; 2017.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2005","EUR","ITA","","","100","99.80000","","","Direzione Generale del Sistema Informativo – Ufficio di Statistica [Italy]; 2008.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2016","WPR","JPN","","","100","99.80000","",""," e-stat, National Statistics Center [Japan]; 2017.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2017","EUR","KAZ","","","100","99.90000","","","Ministry of Healthcare of the Republic of Kazakhstan. Country consultation Dec 2019; 2019. Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2006","EUR","KGZ","","","98","97.60000","","","MICS 2006."
"MDG_0000000025","PUBLISHED","2002","WPR","KIR","","","76","76.00000","","","CHIPS 2006. WHO/WPRO; 2006.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2014","AMR","KNA","","","100","100.00000","","","PAHO Database; 2018. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2009","WPR","KOR","","","100","99.90000","","","Korea Institute for Health and Social Affairs; 2009. Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2015","EMR","KWT","","","100","99.90000","","","Central Statistical Bureau (Office) [Kuwait]; 2016.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2006","WPR","LAO","","","19","18.90000","","","MICS 2006."
"MDG_0000000025","PUBLISHED","2012","EUR","LVA","","","99","98.60000","","","The Centre for Disease Prevention and Control of Latvia; 2013.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2010","EUR","LVA","","","99","98.80000","","","The Centre for Disease Prevention and Control of Latvia; 2011.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2009","EUR","LVA","","","99","98.90000","","","The Centre of Health Economics [Latvia]; 2010.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2010","EUR","MDA","","","99","99.20000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2007","EUR","MDA","","","100","99.60000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2012","SEAR","MDV","","","96","95.50000","","","Ministry of Health [Republic of Maldives]; 2014."
"MDG_0000000025","PUBLISHED","2009","SEAR","MDV","","","95","94.80000","","","DHS 2009."
"MDG_0000000025","PUBLISHED","2009","WPR","MHL","","","87","86.50000","","","Ministry of Health [Republic of the Marshall Islands]; 2012."
"MDG_0000000025","PUBLISHED","2011","EUR","MLT","","","100","99.80000","","","Department of Health Information and Research (DHIR) [Malta]; 2012.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2009","EUR","MNE","","","100","99.50000","","","Statistical Office [Montenegro]; 2010.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2008","EUR","MNE","","","100","99.90000","","","Statistical Office [Montenegro]; 2009.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2005","WPR","MNG","","","99","99.20000","","","MICS 2005."
"MDG_0000000025","PUBLISHED","2011","AFR","MOZ","","","54","54.30000","","","DHS 2011. Definition includes other cadres that is not in alignment with the standard definition"
"MDG_0000000025","PUBLISHED","2014","AFR","MWI","","","87","87.40000","","","MICS 2014. (MICS MDG Endline Survey)."
"MDG_0000000025","PUBLISHED","2006","WPR","MYS","","","98","98.40000","","","Ministry of Health [Malaysia]; 2007.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2016","AMR","NIC","","","95","95.00000","","","PAHO Database; 2018. No / unclear definition of the cadres included"
