Geographic area	Indicator	Sex	TIME_PERIOD	OBS_VALUE	Unit multiplier	Unit of measure	Observation Status	Observation confidentaility	LOWER_BOUND	UPPER_BOUND	WGTD_SAMPL_SIZE	OBS_FOOTNOTE	SERIES_FOOTNOTE	DATA_SOURCE	SOURCE_LINK	CUSTODIAN	Time period activity related to when the data are collected	REF_PERIOD	COVERAGE_TIME	Current age
Southeast Asia	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Southeast Asia	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	85	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Southeast Asia	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Southeast Asia	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	78	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Southeast Asia	Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth	Total	2020	51	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Southeast Asia	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	83	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Southeast Asia	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	77	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Southeast Asia	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	27	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Southeast Asia	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	58	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Southern Asia	Infant mortality rate	Female	2019	30.9916274129977		Deaths per 1000 live births	Normal value		28.7897119023432	33.2637135195844				UN_IGME						Total
Southern Asia	Under-five mortality rate	Female	2019	38.3529294226539		Deaths per 1000 live births	Normal value		35.4453907240119	41.5007394067958				UN_IGME						Total
Southern Asia	Child mortality rate (aged 1-4 years)	Female	2019	7.59673726038446		Deaths per 1000 children aged 1	Normal value		6.80637221861405	8.53869961916537				UN_IGME						Total
Southern Asia	Infant mortality rate	Male	2019	33.3889117423117		Deaths per 1000 live births	Normal value		31.0952479764497	35.8332353708813				UN_IGME						Total
Southern Asia	Under-five mortality rate	Male	2019	39.8226227862299		Deaths per 1000 live births	Normal value		36.8537232176001	43.0901056846685				UN_IGME						Total
Southern Asia	Child mortality rate (aged 1-4 years)	Male	2019	6.6559458318598		Deaths per 1000 children aged 1	Normal value		5.91467034897678	7.51247367878205				UN_IGME						Total
Southern Asia	Infant mortality rate	Total	2019	32.2274590565514		Deaths per 1000 live births	Normal value		30.0436883586863	34.5057943433464				UN_IGME						Total
Southern Asia	Under-five mortality rate	Total	2019	39.1106426402689		Deaths per 1000 live births	Normal value		36.2140379699107	42.2340864135456				UN_IGME						Total
Southern Asia	Child mortality rate (aged 1-4 years)	Total	2019	7.11239810235498		Deaths per 1000 children aged 1	Normal value		6.36196317313269	8.01112671970897				UN_IGME						Total
Spain	Infant mortality rate	Female	2019	2.36632204808901		Deaths per 1000 live births	Normal value		2.18110021189939	2.57242343744157				UN_IGME						Total
Spain	Under-five mortality rate	Female	2019	2.82193247657603		Deaths per 1000 live births	Normal value		2.60390197391427	3.0667905417153				UN_IGME						Total
Spain	Child mortality rate (aged 1-4 years)	Female	2019	0.456416993872721		Deaths per 1000 children aged 1	Normal value		0.419388918884372	0.498015247048034				UN_IGME						Total
Spain	Infant mortality rate	Male	2019	2.82944988265246		Deaths per 1000 live births	Normal value		2.60865486626565	3.07905672139735				UN_IGME						Total
Spain	Under-five mortality rate	Male	2019	3.36991393445329		Deaths per 1000 live births	Normal value		3.10759294162867	3.66552721045284				UN_IGME						Total
Spain	Child mortality rate (aged 1-4 years)	Male	2019	0.541981647100453		Deaths per 1000 children aged 1	Normal value		0.499682997276929	0.59101662495859				UN_IGME						Total
Spain	Infant mortality rate	Total	2019	2.60335687437446		Deaths per 1000 live births	Normal value		2.4097075743042	2.82636436096811				UN_IGME						Total
Spain	Under-five mortality rate	Total	2019	3.10244562875795		Deaths per 1000 live births	Normal value		2.87167188028393	3.36820581276231				UN_IGME						Total
Spain	Child mortality rate (aged 1-4 years)	Total	2019	0.500391451909665		Deaths per 1000 children aged 1	Normal value		0.463080193830345	0.54337723384254				UN_IGME						Total
Spain	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Spain	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Spain	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Spain	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Spain	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Spain	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Spain	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Spain	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	94	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Spain	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sri Lanka	Infant mortality rate	Female	2019	5.49096300749632		Deaths per 1000 live births	Normal value		4.48729146517595	6.68443929549777				UN_IGME						Total
Sri Lanka	Under-five mortality rate	Female	2019	6.45650269465205		Deaths per 1000 live births	Normal value		5.28007884265713	7.84797909138661				UN_IGME						Total
Sri Lanka	Child mortality rate (aged 1-4 years)	Female	2019	0.971648149445559		Deaths per 1000 children aged 1	Normal value		0.794679492022016	1.17628589976976				UN_IGME						Total
Sri Lanka	Infant mortality rate	Male	2019	6.6217086098338		Deaths per 1000 live births	Normal value		5.4168401535342	8.06640866714671				UN_IGME						Total
Sri Lanka	Under-five mortality rate	Male	2019	7.71447160941917		Deaths per 1000 live births	Normal value		6.3109329915058	9.37950794398483				UN_IGME						Total
Sri Lanka	Child mortality rate (aged 1-4 years)	Male	2019	1.09736169279173		Deaths per 1000 children aged 1	Normal value		0.895945613910104	1.32761971740926				UN_IGME						Total
Sri Lanka	Infant mortality rate	Total	2019	6.07699098764092		Deaths per 1000 live births	Normal value		4.96962881165315	7.37874109825961				UN_IGME						Total
Sri Lanka	Under-five mortality rate	Total	2019	7.10702520117627		Deaths per 1000 live births	Normal value		5.81289122410447	8.61865912187596				UN_IGME						Total
Sri Lanka	Child mortality rate (aged 1-4 years)	Total	2019	1.0363319937215		Deaths per 1000 children aged 1	Normal value		0.847474043877905	1.24913506787898				UN_IGME						Total
Sri Lanka	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Sri Lanka	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sri Lanka	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sri Lanka	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sri Lanka	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sri Lanka	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sri Lanka	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	96	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Sri Lanka	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sri Lanka	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sri Lanka	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
State of Palestine	Infant mortality rate	Female	2019	15.2336091735683		Deaths per 1000 live births	Normal value		10.9909101628256	21.3781468772534				UN_IGME						Total
State of Palestine	Under-five mortality rate	Female	2019	17.7273562889723		Deaths per 1000 live births	Normal value		12.6862088984738	25.405684906563				UN_IGME						Total
State of Palestine	Child mortality rate (aged 1-4 years)	Female	2019	2.52949809544711		Deaths per 1000 children aged 1	Normal value		1.72241250521456	4.09744335064674				UN_IGME						Total
State of Palestine	Infant mortality rate	Male	2019	17.9871362201424		Deaths per 1000 live births	Normal value		12.8904443547308	25.2933630792901				UN_IGME						Total
State of Palestine	Under-five mortality rate	Male	2019	21.0974805716128		Deaths per 1000 live births	Normal value		15.0423975779845	30.2933612106957				UN_IGME						Total
State of Palestine	Child mortality rate (aged 1-4 years)	Male	2019	3.16259084566461		Deaths per 1000 children aged 1	Normal value		2.17470565448666	5.1037527404952				UN_IGME						Total
State of Palestine	Infant mortality rate	Total	2019	16.6361138012436		Deaths per 1000 live births	Normal value		11.9845217537548	23.3446436009699				UN_IGME						Total
State of Palestine	Under-five mortality rate	Total	2019	19.4438039651576		Deaths per 1000 live births	Normal value		13.9231958452589	27.8401006761155				UN_IGME						Total
State of Palestine	Child mortality rate (aged 1-4 years)	Total	2019	2.85518942020369		Deaths per 1000 children aged 1	Normal value		1.96219000025474	4.6029103777178				UN_IGME						Total
State of Palestine	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
State of Palestine	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
State of Palestine	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
State of Palestine	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
State of Palestine	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
State of Palestine	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
State of Palestine	Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
State of Palestine	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	99	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
State of Palestine	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
State of Palestine	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
State of Palestine	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
State of Palestine	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sudan	Infant mortality rate	Female	2019	36.2694211318755		Deaths per 1000 live births	Normal value		28.1086373123569	46.4185736568678				UN_IGME						Total
Sudan	Under-five mortality rate	Female	2019	53.2232750944561		Deaths per 1000 live births	Normal value		38.7403521047175	71.6005855068251				UN_IGME						Total
Sudan	Child mortality rate (aged 1-4 years)	Female	2019	17.6090705989712		Deaths per 1000 children aged 1	Normal value		10.9752950365067	26.448633060109				UN_IGME						Total
Sudan	Infant mortality rate	Male	2019	45.3796419670374		Deaths per 1000 live births	Normal value		35.1487617210053	58.1435165828586				UN_IGME						Total
Sudan	Under-five mortality rate	Male	2019	63.2543188771116		Deaths per 1000 live births	Normal value		46.092577331968	85.0677269963616				UN_IGME						Total
Sudan	Child mortality rate (aged 1-4 years)	Male	2019	18.7297709999429		Deaths per 1000 children aged 1	Normal value		11.4215194565058	28.7230924504632				UN_IGME						Total
Sudan	Infant mortality rate	Total	2019	40.9686813841218		Deaths per 1000 live births	Normal value		31.8229676011626	52.2556608117276				UN_IGME						Total
Sudan	Under-five mortality rate	Total	2019	58.4149028739014		Deaths per 1000 live births	Normal value		42.7080502465577	78.3535848381249				UN_IGME						Total
Sudan	Child mortality rate (aged 1-4 years)	Total	2019	18.1915033981276		Deaths per 1000 children aged 1	Normal value		11.2428640232012	27.5368820006072				UN_IGME						Total
Sudan	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Sudan	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sudan	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sudan	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sudan	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	86	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sudan	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sudan	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sudan	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sudan	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	68	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Sudan	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sudan	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Suriname	Infant mortality rate	Female	2019	14.0578386265456		Deaths per 1000 live births	Normal value		9.4790985627855	21.3408556152731				UN_IGME						Total
Suriname	Under-five mortality rate	Female	2019	15.7897237762241		Deaths per 1000 live births	Normal value		10.6650405221194	24.2288895063901				UN_IGME						Total
Suriname	Child mortality rate (aged 1-4 years)	Female	2019	1.75825968577636		Deaths per 1000 children aged 1	Normal value		1.19512856625859	2.93228969500873				UN_IGME						Total
Suriname	Infant mortality rate	Male	2019	17.9497194032115		Deaths per 1000 live births	Normal value		12.0976991150086	27.1748331035681				UN_IGME						Total
Suriname	Under-five mortality rate	Male	2019	20.0602543825654		Deaths per 1000 live births	Normal value		13.5322288691542	30.5476699883493				UN_IGME						Total
Suriname	Child mortality rate (aged 1-4 years)	Male	2019	2.12408964977262		Deaths per 1000 children aged 1	Normal value		1.4437876167497	3.50980003915532				UN_IGME						Total
Suriname	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	60	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Suriname	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	51	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Suriname	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	51	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Suriname	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	45	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Suriname	Infant mortality rate	Total	2019	16.0799236235507		Deaths per 1000 live births	Normal value		10.8711506450236	24.3137971392488				UN_IGME						Total
Suriname	Under-five mortality rate	Total	2019	17.9947473470686		Deaths per 1000 live births	Normal value		12.1897801829669	27.4591683216788				UN_IGME						Total
Suriname	Child mortality rate (aged 1-4 years)	Total	2019	1.94611713848347		Deaths per 1000 children aged 1	Normal value		1.33312211054383	3.22375285686153				UN_IGME						Total
Suriname	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	45	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Suriname	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	51	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Suriname	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	51	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Suriname	Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule)	Total	2020	44	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Suriname	Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth	Total	2020	79	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Suriname	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	50	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Suriname	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	61	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sweden	Infant mortality rate	Female	2019	1.89588266180044		Deaths per 1000 live births	Normal value		1.76060396036586	2.04393919974995				UN_IGME						Total
Sweden	Under-five mortality rate	Female	2019	2.33807097038933		Deaths per 1000 live births	Normal value		2.17451845106352	2.51742213934146				UN_IGME						Total
Sweden	Child mortality rate (aged 1-4 years)	Female	2019	0.442686652428914		Deaths per 1000 children aged 1	Normal value		0.409451126004529	0.480055353245984				UN_IGME						Total
Sweden	Infant mortality rate	Male	2019	2.2589187467623		Deaths per 1000 live births	Normal value		2.10181830057147	2.4262531969353				UN_IGME						Total
Sweden	Under-five mortality rate	Male	2019	2.79621135367722		Deaths per 1000 live births	Normal value		2.60354535981056	2.99846314706449				UN_IGME						Total
Sweden	Child mortality rate (aged 1-4 years)	Male	2019	0.538326026893021		Deaths per 1000 children aged 1	Normal value		0.499008565246961	0.580050949169414				UN_IGME						Total
Sweden	Infant mortality rate	Total	2019	2.08277164752368		Deaths per 1000 live births	Normal value		1.94348987803245	2.23085530623476				UN_IGME						Total
Sweden	Under-five mortality rate	Total	2019	2.57357790253273		Deaths per 1000 live births	Normal value		2.40147430941224	2.75655755478512				UN_IGME						Total
Sweden	Child mortality rate (aged 1-4 years)	Total	2019	0.491830625892031		Deaths per 1000 children aged 1	Normal value		0.458876252732249	0.526877636321255				UN_IGME						Total
Sweden	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	26	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Sweden	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sweden	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sweden	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sweden	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sweden	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sweden	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sweden	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	95	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Sweden	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sweden	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Sweden	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	83	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Switzerland	Infant mortality rate	Female	2019	3.25701995005845		Deaths per 1000 live births	Normal value		2.89035201141856	3.66156319523233				UN_IGME						Total
Switzerland	Under-five mortality rate	Female	2019	3.65691175995984		Deaths per 1000 live births	Normal value		3.24568143763626	4.10890166744537				UN_IGME						Total
Switzerland	Child mortality rate (aged 1-4 years)	Female	2019	0.402144198820675		Deaths per 1000 children aged 1	Normal value		0.355435006777099	0.453468972850429				UN_IGME						Total
Switzerland	Infant mortality rate	Male	2019	3.85971473731394		Deaths per 1000 live births	Normal value		3.43603947984062	4.33645913157881				UN_IGME						Total
Switzerland	Under-five mortality rate	Male	2019	4.358868500385		Deaths per 1000 live births	Normal value		3.88251088270294	4.89577934330541				UN_IGME						Total
Switzerland	Child mortality rate (aged 1-4 years)	Male	2019	0.500424050559445		Deaths per 1000 children aged 1	Normal value		0.44464100644504	0.564188384926623				UN_IGME						Total
Switzerland	Infant mortality rate	Total	2019	3.56609688171907		Deaths per 1000 live births	Normal value		3.17710428506035	3.9945924854557				UN_IGME						Total
Switzerland	Under-five mortality rate	Total	2019	4.01726319951357		Deaths per 1000 live births	Normal value		3.57905703314408	4.49997011330182				UN_IGME						Total
Switzerland	Child mortality rate (aged 1-4 years)	Total	2019	0.452780978630829		Deaths per 1000 children aged 1	Normal value		0.40323386412181	0.507404502058773				UN_IGME						Total
Switzerland	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Switzerland	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Switzerland	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Switzerland	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Switzerland	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Switzerland	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
